soil_temperature,soil_moisture,conductivity,ph,nitrogen,phosphorus,potassium,salt,air_temperature,air_humidity,is_raining,crop_label
25.7,38.8,1045,6.59,106,16,54,697,29.0,91.7,False,muskmelon
19.7,47.8,1583,5.52,24,128,196,991,22.8,90.7,True,apple
20.3,42.3,1509,6.13,7,144,197,978,23.8,94.3,True,apple
18.9,48.2,1524,6.23,14,128,205,940,22.6,94.6,True,apple
16.7,47.7,1581,6.32,8,120,201,1022,21.2,91.1,True,apple
19.4,45.5,1551,5.59,20,129,201,981,23.4,91.7,True,apple
20.9,47.0,1528,5.82,32,137,204,1001,22.9,93.1,True,apple
18.7,42.8,1546,5.77,27,139,205,973,22.5,93.4,True,apple
20.0,46.5,1414,5.79,0,123,205,915,22.0,93.0,True,apple
17.9,47.3,1570,6.5,22,144,196,982,21.9,91.7,True,apple
19.1,42.5,1382,5.66,1,124,199,862,23.7,93.3,True,apple
17.8,46.2,1479,5.57,30,122,197,939,21.4,92.7,True,apple
20.7,48.0,1488,6.08,29,121,196,935,22.8,94.3,True,apple
20.4,48.2,1495,6.38,13,126,204,964,23.1,92.8,True,apple
19.1,49.6,1509,5.87,9,139,199,931,23.3,94.5,True,apple
21.8,48.1,1529,5.71,0,133,200,989,23.7,90.5,True,apple
20.7,42.6,1730,5.8,30,143,199,1103,23.8,90.6,True,apple
19.2,39.1,1535,6.28,36,140,198,992,23.3,91.5,True,apple
20.4,45.1,1686,5.7,37,137,199,1065,22.6,90.2,True,apple
19.6,48.6,1563,5.61,33,121,203,997,22.5,94.8,True,apple
21.7,47.6,1514,5.86,7,144,195,936,23.0,93.6,True,apple
16.1,48.2,1588,6.04,35,128,205,1017,21.1,93.6,True,apple
17.9,49.0,1601,5.69,29,128,198,1007,22.4,92.7,True,apple
20.8,40.9,1393,5.67,2,143,196,853,22.7,90.5,True,apple
18.6,44.6,1529,5.75,34,140,198,946,21.7,93.4,True,apple
18.5,47.5,1642,5.8,29,144,204,1043,22.4,92.5,True,apple
17.4,43.1,1522,5.82,32,141,203,1002,21.3,92.8,True,apple
20.3,47.0,1510,6.28,13,144,197,980,22.9,94.9,True,apple
20.7,43.5,1563,6.03,25,143,198,981,22.8,91.5,True,apple
17.8,49.1,1523,5.64,9,137,200,924,21.1,90.7,True,apple
17.1,46.1,1480,5.56,6,144,198,992,21.1,90.3,True,apple
19.4,44.5,1567,5.6,37,126,196,985,23.6,91.0,True,apple
20.0,42.5,1404,5.89,2,120,203,888,23.1,94.7,True,apple
18.6,43.7,1496,5.88,11,143,197,920,23.0,93.3,True,apple
18.6,43.1,1538,6.39,10,141,201,992,22.1,91.0,True,apple
19.3,41.4,1550,5.71,24,142,202,1002,22.5,91.5,True,apple
20.4,51.0,1484,5.8,23,138,195,941,22.5,91.7,True,apple
18.2,42.7,1503,6.05,18,125,204,993,22.4,94.5,True,apple
17.8,50.8,1503,6.44,13,121,196,926,22.2,93.5,True,apple
19.7,46.0,1449,5.62,26,122,202,902,22.4,94.7,True,apple
17.8,40.1,1531,6.44,28,123,202,983,22.8,92.1,True,apple
19.9,47.4,1458,6.16,26,121,201,944,22.2,90.0,True,apple
19.6,48.8,1531,5.81,21,137,196,993,23.6,91.7,True,apple
19.6,40.7,1435,5.77,21,135,198,925,23.9,94.9,True,apple
16.6,44.2,1427,6.18,5,144,205,934,21.4,92.6,True,apple
17.3,48.1,1374,5.74,2,123,205,884,22.4,90.8,True,apple
20.6,44.1,1458,5.82,15,133,199,944,24.0,91.6,True,apple
18.4,45.9,1608,5.55,31,130,198,1060,21.8,92.7,True,apple
20.8,49.1,1536,6.02,25,143,200,967,23.8,92.8,True,apple
21.0,46.3,1585,5.63,16,143,204,1019,23.7,91.5,True,apple
20.4,47.7,1551,5.81,19,122,202,1021,23.3,90.4,True,apple
17.6,46.5,1549,5.73,10,125,196,1018,22.3,90.0,True,apple
19.5,46.2,1527,5.67,20,139,202,944,23.5,92.2,True,apple
21.2,44.4,1389,5.68,28,123,198,876,23.5,91.5,True,apple
18.3,45.4,1615,6.25,28,136,200,1033,23.1,92.4,True,apple
18.9,45.2,1460,6.02,2,131,199,969,22.5,91.2,True,apple
19.1,46.5,1453,5.53,2,140,197,902,22.7,92.8,True,apple
19.7,44.5,1687,5.95,27,138,201,1100,23.7,93.9,True,apple
22.1,40.6,1538,6.13,30,127,204,961,22.5,92.5,True,apple
19.9,47.8,1610,6.41,32,145,203,1018,23.8,90.8,True,apple
18.4,42.9,1550,6.16,29,139,205,983,23.6,93.7,True,apple
18.4,40.6,1484,5.88,26,126,195,987,21.4,93.0,True,apple
20.0,43.7,1587,5.94,40,136,202,986,22.9,94.6,True,apple
18.7,50.8,1473,5.97,6,124,200,968,23.0,93.8,True,apple
17.4,44.6,1503,5.67,35,138,200,969,21.2,90.8,True,apple
21.4,45.3,1434,5.88,17,136,196,916,23.9,90.5,True,apple
17.8,42.0,1543,6.09,33,134,205,1001,21.0,94.3,True,apple
17.8,46.0,1538,5.9,16,143,197,1000,22.6,93.5,True,apple
18.7,45.5,1474,6.11,27,120,200,957,21.5,90.7,True,apple
20.5,45.6,1554,6.21,29,145,205,985,22.8,92.1,True,apple
18.3,47.8,1616,6.14,3,141,197,1005,22.0,91.1,True,apple
18.4,45.3,1493,6.37,15,123,204,985,22.5,92.5,True,apple
18.7,47.4,1554,6.26,5,136,195,972,22.4,91.9,True,apple
17.4,46.0,1583,6.28,10,136,204,1054,21.2,92.2,True,apple
19.8,43.5,1524,5.51,7,141,195,976,23.9,93.5,True,apple
19.7,47.7,1480,5.68,2,129,201,916,22.8,94.4,True,apple
18.4,44.0,1540,5.83,29,138,197,1000,22.2,92.4,True,apple
20.1,49.3,1560,5.6,30,137,200,1018,22.9,90.7,True,apple
19.5,49.8,1636,6.1,29,132,204,1011,23.1,90.2,True,apple
18.7,46.7,1500,6.06,14,139,197,980,21.7,92.8,True,apple
19.3,44.8,1521,6.16,18,125,203,968,22.4,91.6,True,apple
18.7,47.1,1668,5.81,33,143,204,991,21.1,92.0,True,apple
17.5,42.4,1566,5.99,40,144,196,972,22.7,92.3,True,apple
19.6,48.8,1551,5.57,9,143,197,1001,23.8,92.9,True,apple
18.9,49.2,1624,5.97,38,135,203,1020,23.8,93.7,True,apple
17.6,45.6,1481,6.06,28,130,196,939,22.1,94.7,True,apple
17.3,43.7,1543,5.9,35,142,203,1000,21.2,90.2,True,apple
19.2,47.4,1548,6.12,12,129,205,970,22.4,91.2,True,apple
19.5,45.8,1459,5.62,1,135,203,917,22.8,92.7,True,apple
18.3,48.4,1490,5.52,0,145,205,1006,21.2,90.1,True,apple
21.8,41.0,1505,5.73,31,121,201,971,23.2,90.3,True,apple
21.5,47.1,1562,5.89,35,131,203,1006,22.4,93.9,True,apple
21.8,44.6,1573,5.56,29,140,195,1006,23.6,91.0,True,apple
19.9,45.8,1480,6.22,33,138,198,920,22.3,90.7,True,apple
20.2,42.3,1548,6.07,14,140,197,975,23.4,90.9,True,apple
19.9,41.7,1637,6.23,35,145,195,1048,22.0,94.6,True,apple
22.1,44.3,1422,5.89,40,120,197,911,23.8,92.5,True,apple
20.1,44.6,1571,5.73,25,132,198,1008,22.3,90.9,True,apple
19.0,42.7,1519,6.4,31,137,196,959,22.1,93.8,True,apple
21.2,47.4,1617,6.5,36,144,196,1064,23.7,94.5,True,apple
20.4,43.3,1490,6.23,10,140,197,928,22.2,90.3,True,apple
13.3,47.3,737,6.35,22,30,12,455,15.8,92.5,True,orange
22.5,45.3,643,7.51,37,6,13,430,26.0,91.5,True,orange
10.4,46.5,542,7.34,27,13,6,341,13.4,91.4,True,orange
17.3,46.2,557,7.81,7,16,9,347,18.9,92.0,True,orange
26.7,41.2,551,7.13,20,7,9,376,29.5,91.6,True,orange
24.0,42.7,664,6.08,26,27,10,411,28.1,92.9,True,orange
22.3,50.3,714,7.41,5,23,15,476,25.7,92.0,True,orange
27.0,41.8,548,7.21,0,18,14,356,29.8,92.0,True,orange
28.2,50.9,753,7.19,39,24,14,464,30.6,90.9,True,orange
19.0,50.7,571,7.37,13,23,6,381,24.0,90.3,True,orange
20.7,43.3,624,7.46,21,17,15,403,24.0,91.5,True,orange
20.9,49.0,712,6.82,33,12,8,451,25.3,90.3,True,orange
26.2,43.4,536,7.03,6,9,12,333,31.1,90.1,True,orange
10.5,42.8,493,6.12,19,7,10,346,14.8,91.2,True,orange
23.6,47.0,574,6.29,24,18,6,372,26.6,94.5,True,orange
21.7,41.5,557,6.56,9,11,8,335,24.9,94.4,True,orange
31.0,44.2,608,7.16,31,8,7,382,34.5,93.6,True,orange
20.5,47.4,713,6.95,22,17,5,478,24.1,90.7,True,orange
19.9,44.0,559,7.47,13,5,8,343,23.9,90.1,True,orange
21.8,44.0,627,7.6,16,8,9,373,24.6,91.3,True,orange
11.2,42.9,543,7.56,4,13,6,331,15.6,94.3,True,orange
18.1,49.5,580,6.36,0,25,14,374,19.3,92.0,True,orange
24.1,46.5,578,6.93,8,7,10,358,28.3,92.0,True,orange
19.8,46.1,526,7.48,4,23,5,305,22.7,93.4,True,orange
18.5,43.5,570,7.68,33,14,8,350,21.0,93.0,True,orange
29.8,48.6,624,7.83,30,7,15,412,33.2,91.1,True,orange
18.9,52.2,604,6.44,21,29,12,390,22.3,92.2,True,orange
8.9,47.1,565,6.95,11,14,5,369,11.5,94.9,True,orange
10.6,44.0,636,7.99,9,8,15,436,14.3,94.4,True,orange
28.1,48.9,631,7.43,5,18,14,378,33.1,93.5,True,orange
28.3,47.5,633,7.78,29,25,14,395,30.5,90.5,True,orange
28.2,45.2,572,6.05,33,12,15,345,30.3,92.0,True,orange
9.1,44.2,616,7.11,8,16,6,393,12.2,90.3,True,orange
5.0,43.8,659,6.22,15,14,8,397,10.0,90.2,True,orange
19.2,46.2,645,6.42,16,7,8,396,22.8,90.6,True,orange
17.7,46.6,505,6.97,0,12,7,349,20.2,90.7,True,orange
28.2,48.8,645,6.01,5,25,6,411,30.7,94.0,True,orange
21.2,44.3,551,6.6,6,8,11,325,24.4,92.4,True,orange
18.2,43.0,495,7.82,10,5,5,331,21.2,91.4,True,orange
9.2,44.7,553,6.82,1,17,6,360,10.8,91.4,True,orange
8.1,48.3,580,7.29,1,30,10,371,11.9,91.3,True,orange
19.8,45.1,574,7.6,0,23,15,374,22.6,93.4,True,orange
15.6,45.4,695,6.16,24,27,9,433,18.9,93.2,True,orange
14.4,50.3,680,7.19,36,11,13,452,17.3,93.0,True,orange
31.2,39.6,513,7.42,40,21,8,338,34.9,92.9,True,orange
22.8,45.5,672,6.49,40,22,6,407,24.5,91.9,True,orange
11.6,48.2,714,6.04,32,18,13,423,13.8,91.7,True,orange
19.5,39.1,545,6.01,9,10,10,370,22.4,93.5,True,orange
34.4,44.5,495,6.95,13,16,8,333,34.7,93.1,True,orange
10.1,45.7,583,7.91,15,9,11,389,11.5,94.1,True,orange
20.1,45.9,630,7.64,29,11,5,449,23.1,91.9,True,orange
24.9,46.3,546,7.53,1,15,9,343,30.0,94.6,True,orange
16.5,43.5,568,6.25,18,5,11,341,20.9,90.9,True,orange
12.9,46.4,496,6.54,14,22,9,318,17.2,91.1,True,orange
12.5,50.9,674,7.65,33,15,7,438,15.8,91.7,True,orange
18.6,50.6,529,6.71,4,6,7,317,23.0,91.1,True,orange
14.1,45.2,606,6.63,17,16,14,390,16.4,92.2,True,orange
20.9,48.6,582,6.53,12,20,10,372,24.5,93.1,True,orange
28.3,47.7,663,6.45,34,29,8,466,31.9,91.2,True,orange
26.0,46.3,837,7.18,39,28,10,538,31.3,91.5,True,orange
14.3,40.2,719,7.02,31,25,12,445,18.1,90.0,True,orange
26.9,41.4,491,6.39,12,6,8,346,30.8,92.9,True,orange
19.2,44.8,658,7.57,12,29,13,431,22.5,91.5,True,orange
10.3,41.9,547,7.61,26,11,11,392,13.7,91.0,True,orange
15.2,44.5,559,7.14,19,24,15,359,20.5,93.7,True,orange
9.3,46.3,691,6.35,39,21,9,432,13.2,94.0,True,orange
27.4,43.8,666,6.2,16,29,13,444,32.3,93.7,True,orange
17.5,40.7,646,7.83,36,29,13,434,20.7,90.9,True,orange
27.5,46.3,735,6.4,37,23,12,480,31.5,90.5,True,orange
22.7,44.2,593,7.99,39,9,15,415,25.4,91.8,True,orange
15.7,38.1,462,6.58,31,5,14,307,17.7,91.7,True,orange
10.0,45.5,547,6.21,18,12,8,354,12.6,91.8,True,orange
7.7,42.7,700,6.98,20,20,10,438,11.9,93.7,True,orange
6.4,44.9,476,6.56,5,8,5,293,11.0,92.2,True,orange
23.2,49.5,600,7.26,20,8,12,377,25.3,95.0,True,orange
26.4,42.4,627,6.46,25,21,11,415,32.2,90.2,True,orange
15.1,47.0,622,6.7,14,19,14,428,17.7,94.4,True,orange
6.2,44.2,670,7.4,37,18,12,464,10.3,90.2,True,orange
13.5,48.3,682,6.91,26,15,6,471,17.2,94.8,True,orange
14.7,39.9,631,7.76,13,22,5,407,19.7,90.5,True,orange
5.8,44.3,673,7.8,32,25,9,467,10.4,93.8,True,orange
23.3,43.0,582,6.97,19,7,9,349,27.3,91.7,True,orange
30.5,39.8,580,6.73,28,7,9,365,34.6,92.1,True,orange
28.8,49.2,675,6.6,24,30,11,449,32.4,94.5,True,orange
8.2,48.9,647,6.47,7,17,10,385,10.2,91.2,True,orange
18.4,41.8,624,6.41,18,23,8,383,21.5,93.4,True,orange
13.2,44.5,632,6.48,7,20,12,393,16.5,94.8,True,orange
29.1,41.2,622,6.41,20,23,11,390,31.9,90.1,True,orange
26.4,41.7,560,6.55,18,14,11,348,28.0,90.0,True,orange
29.4,37.6,529,7.36,34,11,10,345,31.8,94.6,True,orange
24.6,43.1,648,7.37,20,29,10,405,29.1,93.3,True,orange
16.7,43.0,656,7.85,37,24,13,396,19.1,90.7,True,orange
14.2,43.3,469,8.0,12,8,10,290,16.1,91.4,True,orange
29.7,47.6,705,6.73,34,10,14,461,34.1,92.1,True,orange
32.8,45.9,717,7.79,6,13,9,476,34.5,90.6,True,orange
31.2,45.1,629,7.66,27,30,5,433,32.7,90.5,True,orange
21.2,47.6,575,7.11,13,8,12,364,25.2,92.5,True,orange
24.4,42.8,560,7.2,6,7,7,354,27.7,94.5,True,orange
17.8,43.1,645,7.87,40,17,15,407,21.4,90.9,True,orange
9.7,41.8,728,7.57,31,26,9,467,11.7,93.3,True,orange
32.0,57.6,1143,6.79,61,68,50,752,35.2,91.5,True,papaya
39.5,39.5,905,6.58,58,46,45,551,42.4,90.8,False,papaya
33.2,48.3,976,6.75,45,47,55,618,38.4,91.1,True,papaya
32.7,56.4,999,6.56,39,65,53,636,35.3,92.1,True,papaya
39.8,50.6,982,6.94,31,68,45,607,42.9,90.1,True,papaya
29.4,54.5,1113,6.99,70,68,45,695,33.8,92.9,True,papaya
28.8,51.8,1120,6.98,68,62,50,681,33.2,92.8,True,papaya
19.6,54.4,929,6.83,34,65,47,603,23.5,93.7,True,papaya
25.1,56.9,1021,6.74,38,68,54,638,29.3,90.8,True,papaya
36.6,52.9,1172,6.99,69,64,47,751,40.2,94.5,True,papaya
36.8,60.0,1174,6.76,58,51,47,751,42.1,91.7,True,papaya
30.1,32.6,849,6.85,59,47,53,536,32.9,91.5,False,papaya
26.5,52.5,989,6.74,44,64,54,691,29.8,91.4,True,papaya
26.3,44.6,970,6.51,56,57,48,593,31.6,93.0,False,papaya
31.6,51.1,1051,6.99,69,60,54,683,36.3,93.1,True,papaya
33.4,48.2,908,6.69,56,58,49,580,37.1,94.6,True,papaya
34.6,43.0,947,6.54,49,55,53,551,38.4,93.6,False,papaya
30.2,40.1,883,6.93,38,51,52,542,32.7,90.8,False,papaya
24.6,48.2,973,6.72,54,65,47,603,27.9,91.6,True,papaya
35.7,47.6,956,6.99,57,57,51,619,39.0,91.5,True,papaya
30.1,39.5,801,6.7,39,52,53,532,32.5,94.7,False,papaya
34.4,43.9,1001,6.7,58,67,45,649,38.7,91.7,False,papaya
40.3,45.5,987,6.64,61,64,52,659,43.3,92.8,True,papaya
23.1,61.5,1106,6.59,34,62,55,678,27.6,90.7,True,papaya
39.4,49.1,913,6.56,31,48,45,582,40.8,92.9,True,papaya
19.2,55.4,997,6.5,47,46,52,624,23.2,91.4,True,papaya
29.7,55.8,994,6.8,32,68,52,630,32.7,92.6,True,papaya
31.7,42.2,843,6.72,36,59,46,561,34.3,93.6,True,papaya
35.6,43.5,997,6.57,61,51,51,621,39.3,94.2,True,papaya
36.4,44.1,971,6.92,70,54,46,616,39.7,91.1,True,papaya
34.7,40.3,894,6.52,44,56,49,586,39.2,91.3,False,papaya
23.9,36.0,791,6.69,34,68,51,510,27.3,94.2,False,papaya
35.6,51.2,992,6.75,50,59,47,638,40.8,92.1,True,papaya
23.7,37.7,939,6.65,39,70,52,607,26.3,90.8,False,papaya
24.4,46.8,968,6.5,34,61,49,604,28.1,93.3,True,papaya
31.4,47.8,975,6.83,44,60,55,623,34.3,90.6,True,papaya
30.7,51.3,909,6.99,31,62,52,567,33.8,93.0,True,papaya
28.7,59.6,1051,6.51,65,62,51,719,31.5,90.9,True,papaya
38.3,39.4,913,6.93,44,57,53,544,42.3,90.5,False,papaya
22.1,55.2,971,6.71,50,47,48,616,24.6,90.6,True,papaya
24.6,55.7,1093,6.63,43,50,48,734,28.3,91.4,True,papaya
22.0,52.4,1024,6.76,60,46,53,667,24.5,93.0,True,papaya
40.0,41.0,1057,6.69,70,68,55,679,42.8,94.6,False,papaya
38.8,47.7,1041,6.61,59,62,52,640,43.7,93.1,True,papaya
37.7,47.0,980,6.84,60,58,51,614,42.1,92.9,True,papaya
28.6,45.7,877,6.83,42,60,47,547,33.5,92.1,True,papaya
28.1,40.5,836,6.95,35,66,47,575,31.7,91.7,False,papaya
39.0,56.9,1036,6.67,34,65,48,626,41.4,90.0,True,papaya
37.7,57.9,974,6.66,36,54,46,609,42.5,94.9,True,papaya
25.2,42.7,908,6.68,39,64,52,584,28.9,94.6,False,papaya
38.8,59.2,965,6.54,37,52,47,632,43.1,93.9,True,papaya
23.6,59.2,929,6.84,33,47,46,622,29.2,94.0,True,papaya
36.7,50.9,864,6.81,34,48,48,525,41.0,91.4,True,papaya
22.0,44.9,907,6.76,49,54,50,609,25.6,93.2,True,papaya
31.1,50.3,961,6.68,40,65,49,590,35.3,91.1,True,papaya
20.7,40.5,871,6.58,68,52,49,502,24.4,92.3,False,papaya
29.9,37.1,886,6.73,50,46,52,562,31.2,90.2,False,papaya
27.3,44.1,1037,6.52,65,63,50,662,31.9,91.3,False,papaya
39.4,60.8,983,6.5,40,49,47,669,42.9,91.2,True,papaya
20.4,53.0,923,6.76,42,53,48,565,23.1,94.3,True,papaya
20.1,48.9,959,6.68,49,55,51,619,24.9,93.9,True,papaya
40.1,44.7,968,6.94,59,62,49,640,43.4,93.4,True,papaya
21.6,47.4,1044,6.86,63,58,47,632,26.8,90.8,True,papaya
27.7,40.0,1001,6.58,70,65,52,660,30.4,93.1,False,papaya
25.1,48.7,1016,6.75,63,50,52,640,28.6,93.2,True,papaya
30.3,46.3,921,6.89,40,64,47,575,32.5,93.5,False,papaya
38.8,39.9,948,6.72,63,58,50,592,43.0,94.6,False,papaya
26.4,44.1,908,6.83,45,58,49,566,30.1,90.3,False,papaya
20.0,42.6,975,6.91,66,69,47,608,23.7,93.6,False,papaya
32.3,47.7,986,6.59,54,67,52,608,35.7,93.3,True,papaya
22.5,47.7,899,6.83,69,67,52,567,27.7,94.4,False,papaya
33.3,52.0,998,6.82,67,68,49,647,35.3,92.4,True,papaya
19.8,45.4,914,6.66,45,57,47,590,23.2,90.8,True,papaya
30.5,48.2,937,6.77,56,50,52,618,33.1,92.3,False,papaya
35.0,53.9,1032,6.93,70,50,53,665,37.5,90.4,True,papaya
35.4,62.1,967,6.58,44,47,45,616,38.7,94.7,True,papaya
29.9,38.6,881,6.93,50,60,47,572,32.6,92.7,False,papaya
36.3,56.8,1018,6.99,52,51,53,629,38.4,93.1,True,papaya
38.6,55.2,902,6.61,35,68,45,598,42.9,90.1,True,papaya
22.5,39.1,993,6.81,68,69,52,622,25.7,92.7,False,papaya
33.9,51.1,962,6.97,32,55,52,616,37.6,92.0,True,papaya
24.5,40.6,827,6.57,32,55,51,495,29.6,93.2,False,papaya
20.4,54.7,975,6.8,48,62,47,642,25.3,93.0,True,papaya
21.9,59.3,1011,6.96,39,69,53,620,25.9,93.0,True,papaya
29.7,55.0,967,6.76,49,61,45,626,32.8,94.6,True,papaya
23.9,50.0,870,6.62,48,57,54,560,29.0,90.2,True,papaya
35.1,41.6,939,6.53,69,66,49,597,40.0,90.2,False,papaya
31.1,54.1,945,6.71,53,55,55,596,33.3,91.3,True,papaya
28.9,37.0,864,6.62,38,61,52,559,31.2,94.9,False,papaya
23.8,38.7,919,6.58,57,64,55,613,26.7,93.0,False,papaya
20.6,44.1,905,6.68,51,57,55,579,24.7,90.1,True,papaya
35.5,58.9,1016,6.75,56,65,45,694,38.2,94.0,True,papaya
35.1,48.3,974,6.87,54,66,52,621,36.6,93.8,True,papaya
20.8,62.9,1061,6.74,58,55,47,653,26.1,93.7,True,papaya
28.6,40.3,946,6.99,68,70,54,610,31.3,92.8,False,papaya
35.7,47.1,993,6.98,42,59,55,652,40.1,94.4,True,papaya
34.5,45.5,934,6.83,43,64,47,573,38.6,91.6,True,papaya
39.0,58.5,1078,6.62,35,67,49,672,41.3,91.2,True,papaya
34.1,49.5,1034,6.55,56,59,55,673,37.0,91.8,True,papaya
20.5,52.8,1083,6.6,39,64,53,682,23.0,91.1,True,papaya
23.1,56.9,797,6.42,18,30,29,498,26.8,92.9,True,coconut
23.3,51.3,930,5.74,37,23,28,590,25.6,94.3,True,coconut
24.8,55.0,757,5.69,13,28,33,484,28.1,95.6,True,coconut
20.6,53.8,689,6.29,2,21,35,435,25.0,91.5,True,coconut
24.5,51.6,640,6.38,10,18,35,399,27.8,99.6,True,coconut
25.5,57.7,717,5.54,7,11,32,459,29.3,95.1,True,coconut
23.1,51.2,741,5.55,39,5,31,483,27.1,93.7,True,coconut
23.2,46.6,638,5.86,34,6,27,428,25.8,90.9,True,coconut
24.7,48.4,690,5.56,31,30,29,459,26.6,91.0,True,coconut
26.2,50.9,746,5.56,25,7,35,506,28.4,99.2,True,coconut
26.9,48.3,726,5.57,16,18,26,456,28.4,91.8,True,coconut
25.4,57.2,685,6.07,26,10,33,458,28.3,96.9,True,coconut
22.3,50.7,686,5.63,27,8,32,466,27.0,96.5,True,coconut
22.6,50.4,717,6.38,37,18,30,459,27.6,99.3,True,coconut
22.9,60.2,843,5.69,19,15,34,547,26.3,99.7,True,coconut
22.7,57.3,724,6.23,0,19,33,432,27.1,95.2,True,coconut
21.5,54.9,755,6.44,31,20,26,477,25.6,97.6,True,coconut
22.1,46.4,534,5.84,9,17,32,365,25.9,93.4,True,coconut
23.9,59.4,685,5.96,22,11,29,393,28.0,95.0,True,coconut
24.1,52.2,621,5.74,31,6,26,370,29.1,91.3,True,coconut
24.8,52.8,831,5.95,34,6,30,558,27.1,97.0,True,coconut
24.8,48.2,680,6.39,24,6,32,487,28.1,90.0,True,coconut
24.4,46.5,688,5.56,1,8,26,462,27.5,94.2,True,coconut
22.5,58.2,736,5.86,31,13,33,480,27.6,95.5,True,coconut
25.5,45.8,651,6.28,10,9,28,405,29.0,94.0,True,coconut
21.0,50.9,792,6.25,36,27,26,459,26.6,95.8,True,coconut
26.0,45.1,777,5.97,38,24,33,488,28.3,97.0,True,coconut
25.3,55.3,733,6.08,11,6,25,440,28.7,96.7,True,coconut
24.6,47.2,676,6.37,16,14,30,444,29.7,96.3,True,coconut
22.3,50.3,754,6.03,33,14,35,486,27.1,96.7,True,coconut
24.3,43.5,423,5.87,16,6,29,238,29.3,92.0,True,coconut
22.7,50.9,751,6.21,32,11,31,476,25.1,93.3,True,coconut
23.2,51.5,758,5.57,38,14,30,462,26.9,91.2,True,coconut
24.8,53.4,611,6.1,8,6,33,379,28.3,93.6,True,coconut
28.1,50.1,721,6.03,23,6,33,464,29.2,92.7,True,coconut
25.6,50.1,801,5.54,29,25,35,510,28.4,91.6,True,coconut
25.5,52.1,664,6.37,24,14,33,427,29.4,93.3,True,coconut
19.9,57.1,771,5.58,32,12,30,514,25.4,98.1,True,coconut
22.8,62.5,878,5.8,30,25,31,599,26.3,98.6,True,coconut
26.3,51.1,690,6.12,14,21,35,452,29.5,91.9,True,coconut
24.7,47.3,730,6.0,27,22,29,454,28.8,92.2,True,coconut
24.5,52.9,753,5.82,40,5,29,482,28.5,97.8,True,coconut
25.1,48.3,577,5.62,17,11,32,358,28.7,93.4,True,coconut
21.5,48.0,837,6.0,30,30,35,540,25.0,95.6,True,coconut
27.5,53.6,712,6.31,28,10,30,438,29.9,91.1,True,coconut
23.8,52.4,624,6.36,39,7,29,411,27.5,94.6,True,coconut
23.3,54.6,800,5.59,32,20,35,517,26.5,98.4,True,coconut
18.7,58.4,751,6.18,7,15,32,443,25.0,95.9,True,coconut
25.6,55.7,707,5.96,29,17,29,463,29.2,95.7,True,coconut
23.9,53.5,719,5.68,34,15,34,485,27.1,91.1,True,coconut
25.0,48.4,568,5.61,14,23,25,372,26.2,97.0,True,coconut
23.3,40.9,650,6.21,18,19,29,419,27.6,92.5,True,coconut
23.2,47.6,735,5.76,7,21,35,441,25.8,94.7,True,coconut
25.4,45.4,630,6.2,24,27,34,428,28.9,95.1,True,coconut
22.4,49.9,738,6.14,39,29,29,492,26.5,94.5,True,coconut
22.7,54.9,790,6.1,29,8,28,475,26.9,91.7,True,coconut
23.4,54.5,674,5.71,10,24,27,413,27.6,94.9,True,coconut
25.5,51.1,663,5.87,0,29,32,393,28.1,98.4,True,coconut
25.1,50.8,742,6.46,32,11,31,474,29.5,92.6,True,coconut
24.8,52.1,797,6.17,37,10,32,552,29.0,95.2,True,coconut
21.3,47.1,627,6.05,20,29,27,446,25.1,92.4,True,coconut
24.4,44.9,723,6.14,31,29,35,450,27.2,92.2,True,coconut
27.0,56.8,821,5.89,17,30,27,509,29.0,90.8,True,coconut
24.2,43.9,594,5.56,1,12,30,352,27.8,95.9,True,coconut
23.7,52.4,637,5.83,6,13,29,410,27.3,100.0,True,coconut
24.5,56.0,780,6.22,15,28,32,468,28.8,99.6,True,coconut
24.1,54.3,754,6.14,27,24,29,485,26.6,97.0,True,coconut
26.8,59.1,751,6.08,3,23,30,508,29.7,95.7,True,coconut
21.2,51.5,623,5.7,8,26,26,387,25.5,91.6,True,coconut
23.6,47.0,718,5.55,20,28,26,463,26.4,91.5,True,coconut
23.8,48.8,697,5.84,26,18,27,433,27.5,92.9,True,coconut
23.2,51.3,585,6.23,1,6,35,386,27.0,95.7,True,coconut
23.8,48.5,776,5.72,27,30,31,492,29.0,90.7,True,coconut
22.6,48.3,720,5.85,23,7,34,448,26.1,91.5,True,coconut
20.5,57.2,763,5.55,0,26,31,500,25.1,95.0,True,coconut
21.8,51.9,705,6.16,38,6,25,478,25.5,96.9,True,coconut
25.3,45.7,629,6.44,25,12,26,361,28.6,95.7,True,coconut
21.1,47.8,694,5.98,40,5,32,492,26.1,96.7,True,coconut
22.1,54.6,718,6.27,0,19,31,454,25.5,94.4,True,coconut
23.9,47.0,733,6.47,26,9,32,461,25.9,94.7,True,coconut
26.6,51.2,827,6.14,35,30,34,539,28.3,95.4,True,coconut
25.7,58.1,853,5.83,19,30,30,534,29.6,91.4,True,coconut
25.6,50.8,802,6.34,31,13,33,472,29.7,95.2,True,coconut
24.0,55.4,722,6.07,17,29,26,420,26.1,93.3,True,coconut
23.6,57.9,717,6.33,2,30,30,447,26.0,94.8,True,coconut
25.5,56.6,761,6.41,30,13,25,477,27.2,91.5,True,coconut
24.6,55.7,640,5.5,8,15,33,423,29.0,98.1,True,coconut
